t_h,Cbar,V_over_V0,beta
46.5833,0.124064,0.360000,0.263816
46.6000,0.124038,0.360000,0.263813
46.6167,0.124013,0.360000,0.263810
46.6333,0.123987,0.360000,0.263807
46.6500,0.123962,0.360000,0.263805
46.6667,0.123936,0.360000,0.263802
46.6833,0.123911,0.360000,0.263799
46.7000,0.123885,0.360000,0.263796
46.7167,0.123860,0.360000,0.263793
46.7333,0.123834,0.360000,0.263791
46.7500,0.123809,0.360000,0.263788
46.7667,0.123784,0.360000,0.263785
46.7833,0.123758,0.360000,0.263782
46.8000,0.123733,0.360000,0.263780
46.8167,0.123708,0.360000,0.263777
46.8333,0.123682,0.360000,0.263774
46.8500,0.123657,0.360000,0.263771
46.8667,0.123632,0.360000,0.263769
46.8833,0.123607,0.360000,0.263766
46.9000,0.123581,0.360000,0.263763
46.9167,0.123556,0.360000,0.263760
46.9333,0.123531,0.360000,0.263758
46.9500,0.123506,0.360000,0.263755
46.9667,0.123481,0.360000,0.263752
46.9833,0.123456,0.360000,0.263750
47.0000,0.123430,0.360000,0.263747
47.0167,0.123405,0.360000,0.263744
47.0333,0.123380,0.360000,0.263741
47.0500,0.123355,0.360000,0.263739
47.0667,0.123330,0.360000,0.263736
47.0833,0.123305,0.360000,0.263733
47.1000,0.123280,0.360000,0.263731
47.1167,0.123255,0.360000,0.263728
47.1333,0.123230,0.360000,0.263725
47.1500,0.123206,0.360000,0.263722
47.1667,0.123181,0.360000,0.263720
47.1833,0.123156,0.360000,0.263717
47.2000,0.123131,0.360000,0.263714
47.2167,0.123106,0.360000,0.263712
47.2333,0.123081,0.360000,0.263709
47.2500,0.123057,0.360000,0.263706
47.2667,0.123032,0.360000,0.263703
47.2833,0.123007,0.360000,0.263701
47.3000,0.122982,0.360000,0.263698
47.3167,0.122958,0.360000,0.263695
47.3333,0.122933,0.360000,0.263693
47.3500,0.122908,0.360000,0.263690
47.3667,0.122884,0.360000,0.263687
47.3833,0.122859,0.360000,0.263685
47.4000,0.122834,0.360000,0.263682
47.4167,0.122810,0.360000,0.263679
47.4333,0.122785,0.360000,0.263677
47.4500,0.122761,0.360000,0.263674
47.4667,0.122736,0.360000,0.263671
47.4833,0.122712,0.360000,0.263669
47.5000,0.122687,0.360000,0.263666
47.5167,0.122663,0.360000,0.263663
47.5333,0.122638,0.360000,0.263661
47.5500,0.122614,0.360000,0.263658
47.5667,0.122589,0.360000,0.263655
47.5833,0.122565,0.360000,0.263653
47.6000,0.122541,0.360000,0.263650
47.6167,0.122516,0.360000,0.263647
47.6333,0.122492,0.360000,0.263645
47.6500,0.122468,0.360000,0.263642
47.6667,0.122443,0.360000,0.263640
47.6833,0.122419,0.360000,0.263637
47.7000,0.122395,0.360000,0.263634
47.7167,0.122370,0.360000,0.263632
47.7333,0.122346,0.360000,0.263629
47.7500,0.122322,0.360000,0.263626
47.7667,0.122298,0.360000,0.263624
47.7833,0.122274,0.360000,0.263621
47.8000,0.122250,0.360000,0.263619
47.8167,0.122225,0.360000,0.263616
47.8333,0.122201,0.360000,0.263613
47.8500,0.122177,0.360000,0.263611
47.8667,0.122153,0.360000,0.263608
47.8833,0.122129,0.360000,0.263605
47.9000,0.122105,0.360000,0.263603
47.9167,0.122081,0.360000,0.263600
47.9333,0.122057,0.360000,0.263598
47.9500,0.122033,0.360000,0.263595
47.9667,0.122009,0.360000,0.263592
47.9833,0.121985,0.360000,0.263590
48.0000,0.121961,0.360000,0.263587
48.0167,0.121937,0.360000,0.263585
48.0333,0.121914,0.360000,0.263582
48.0500,0.121890,0.360000,0.263579
48.0667,0.121866,0.360000,0.263577
48.0833,0.121842,0.360000,0.263574
48.1000,0.121818,0.360000,0.263572
48.1167,0.121794,0.360000,0.263569
48.1333,0.121771,0.360000,0.263567
48.1500,0.121747,0.360000,0.263564
48.1667,0.121723,0.360000,0.263561
48.1833,0.121699,0.360000,0.263559
48.2000,0.121676,0.360000,0.263556
48.2167,0.121652,0.360000,0.263554
48.2333,0.121628,0.360000,0.263551
48.2500,0.121605,0.360000,0.263549
48.2667,0.121581,0.360000,0.263546
48.2833,0.121558,0.360000,0.263543
48.3000,0.121534,0.360000,0.263541
48.3167,0.121510,0.360000,0.263538
48.3333,0.121487,0.360000,0.263536
48.3500,0.121463,0.360000,0.263533
48.3667,0.121440,0.360000,0.263531
48.3833,0.121416,0.360000,0.263528
48.4000,0.121393,0.360000,0.263526
48.4167,0.121370,0.360000,0.263523
48.4333,0.121346,0.360000,0.263520
48.4500,0.121323,0.360000,0.263518
48.4667,0.121299,0.360000,0.263515
48.4833,0.121276,0.360000,0.263513
48.5000,0.121253,0.360000,0.263510
48.5167,0.121229,0.360000,0.263508
48.5333,0.121206,0.360000,0.263505
48.5500,0.121183,0.360000,0.263503
48.5667,0.121159,0.360000,0.263500
48.5833,0.121136,0.360000,0.263498
48.6000,0.121113,0.360000,0.263495
48.6167,0.121090,0.360000,0.263493
48.6333,0.121066,0.360000,0.263490
48.6500,0.121043,0.360000,0.263488
48.6667,0.121020,0.360000,0.263485
48.6833,0.120997,0.360000,0.263483
48.7000,0.120974,0.360000,0.263480
48.7167,0.120951,0.360000,0.263478
48.7333,0.120927,0.360000,0.263475
48.7500,0.120904,0.360000,0.263473
48.7667,0.120881,0.360000,0.263470
48.7833,0.120858,0.360000,0.263468
48.8000,0.120835,0.360000,0.263465
48.8167,0.120812,0.360000,0.263463
48.8333,0.120789,0.360000,0.263460
48.8500,0.120766,0.360000,0.263458
48.8667,0.120743,0.360000,0.263455
48.8833,0.120720,0.360000,0.263453
48.9000,0.120697,0.360000,0.263450
48.9167,0.120674,0.360000,0.263448
48.9333,0.120652,0.360000,0.263445
48.9500,0.120629,0.360000,0.263443
48.9667,0.120606,0.360000,0.263440
48.9833,0.120583,0.360000,0.263438
49.0000,0.120560,0.360000,0.263435
49.0167,0.120537,0.360000,0.263433
49.0333,0.120515,0.360000,0.263430
49.0500,0.120492,0.360000,0.263428
49.0667,0.120469,0.360000,0.263425
49.0833,0.120446,0.360000,0.263423
49.1000,0.120424,0.360000,0.263420
49.1167,0.120401,0.360000,0.263418
49.1333,0.120378,0.360000,0.263415
49.1500,0.120356,0.360000,0.263413
49.1667,0.120333,0.360000,0.263411
49.1833,0.120310,0.360000,0.263408
49.2000,0.120288,0.360000,0.263406
49.2167,0.120265,0.360000,0.263403
49.2333,0.120242,0.360000,0.263401
49.2500,0.120220,0.360000,0.263398
49.2667,0.120197,0.360000,0.263396
49.2833,0.120175,0.360000,0.263393
49.3000,0.120152,0.360000,0.263391
49.3167,0.120130,0.360000,0.263389
49.3333,0.120107,0.360000,0.263386
49.3500,0.120085,0.360000,0.263384
49.3667,0.120062,0.360000,0.263381
49.3833,0.120040,0.360000,0.263379
49.4000,0.120018,0.360000,0.263376
49.4167,0.119995,0.360000,0.263374
49.4333,0.119973,0.360000,0.263372
49.4500,0.119950,0.360000,0.263369
49.4667,0.119928,0.360000,0.263367
49.4833,0.119906,0.360000,0.263364
49.5000,0.119884,0.360000,0.263362
49.5167,0.119861,0.360000,0.263359
49.5333,0.119839,0.360000,0.263357
49.5500,0.119817,0.360000,0.263355
49.5667,0.119794,0.360000,0.263352
49.5833,0.119772,0.360000,0.263350
49.6000,0.119750,0.360000,0.263347
49.6167,0.119728,0.360000,0.263345
49.6333,0.119706,0.360000,0.263343
49.6500,0.119684,0.360000,0.263340
49.6667,0.119661,0.360000,0.263338
49.6833,0.119639,0.360000,0.263335
49.7000,0.119617,0.360000,0.263333
49.7167,0.119595,0.360000,0.263331
49.7333,0.119573,0.360000,0.263328
49.7500,0.119551,0.360000,0.263326
49.7667,0.119529,0.360000,0.263323
49.7833,0.119507,0.360000,0.263321
49.8000,0.119485,0.360000,0.263319
49.8167,0.119463,0.360000,0.263316
49.8333,0.119441,0.360000,0.263314
49.8500,0.119419,0.360000,0.263312
49.8667,0.119397,0.360000,0.263309
49.8833,0.119375,0.360000,0.263307
49.9000,0.119353,0.360000,0.263304
49.9167,0.119331,0.360000,0.263302
49.9333,0.119309,0.360000,0.263300
49.9500,0.119288,0.360000,0.263297
49.9667,0.119266,0.360000,0.263295
49.9833,0.119244,0.360000,0.263293
50.0000,0.119222,0.360000,0.263290
50.0167,0.119200,0.360000,0.263288
50.0333,0.119179,0.360000,0.263285
50.0500,0.119157,0.360000,0.263283
50.0667,0.119135,0.360000,0.263281
50.0833,0.119113,0.360000,0.263278
50.1000,0.119092,0.360000,0.263276
50.1167,0.119070,0.360000,0.263274
50.1333,0.119048,0.360000,0.263271
50.1500,0.119027,0.360000,0.263269
50.1667,0.119005,0.360000,0.263267
50.1833,0.118983,0.360000,0.263264
50.2000,0.118962,0.360000,0.263262
50.2167,0.118940,0.360000,0.263260
50.2333,0.118919,0.360000,0.263257
50.2500,0.118897,0.360000,0.263255
50.2667,0.118875,0.360000,0.263253
50.2833,0.118854,0.360000,0.263250
50.3000,0.118832,0.360000,0.263248
50.3167,0.118811,0.360000,0.263246
50.3333,0.118789,0.360000,0.263243
50.3500,0.118768,0.360000,0.263241
50.3667,0.118746,0.360000,0.263239
50.3833,0.118725,0.360000,0.263236
50.4000,0.118704,0.360000,0.263234
50.4167,0.118682,0.360000,0.263232
50.4333,0.118661,0.360000,0.263229
50.4500,0.118639,0.360000,0.263227
50.4667,0.118618,0.360000,0.263225
50.4833,0.118597,0.360000,0.263222
50.5000,0.118575,0.360000,0.263220
50.5167,0.118554,0.360000,0.263218
50.5333,0.118533,0.360000,0.263216
50.5500,0.118512,0.360000,0.263213
50.5667,0.118490,0.360000,0.263211
50.5833,0.118469,0.360000,0.263209
50.6000,0.118448,0.360000,0.263206
50.6167,0.118427,0.360000,0.263204
50.6333,0.118405,0.360000,0.263202
50.6500,0.118384,0.360000,0.263199
50.6667,0.118363,0.360000,0.263197
50.6833,0.118342,0.360000,0.263195
50.7000,0.118321,0.360000,0.263193
50.7167,0.118300,0.360000,0.263190
50.7333,0.118278,0.360000,0.263188
50.7500,0.118257,0.360000,0.263186
50.7667,0.118236,0.360000,0.263183
50.7833,0.118215,0.360000,0.263181

beta_mean,0.2981457002452744
beta_std,0.06644217193887128
beta_cv,0.22285135047800972
linear_rejected,True
